compound,solvent,lambda_max,source
O=C1CCCc2c1[nH]c1cc3c(cc21)OCO3,CC#N,335.0,fluodb
CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(-c4ccc5c(c4)c4cccc6c4n5-c4ccccc4C6(CC)CC)s3)c3nsnc23)sc1/C=C(\C#N)C(=O)O,C1CCOC1,510.0,fluodb
Cc1ccc(Sc2cc3cccc4ccc5cccc2c5c43)cc1,ClCCl,346.0,fluodb
Cc1cc2n(c1-c1ccc(C=O)s1)[B-](F)(F)n1c(cc(C)c1=C1C=CC=[S+]1)=C2,ClCCl,604.0,fluodb
CCCSC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CC(C)=O,491.0,fluodb
CCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCOCCOC)cc3)c3n2[B-](F)(F)n2c(/C=C/c4ccc(OC)cc4)cc(/C=C/c4ccc(N(C)C)cc4)c2C3=C2C=CC(=[I+])C=C2)cc1,C1COCCO1,700.0,fluodb
c1ccc(N2c3ccccc3Sc3cc(-c4cccc5nc6ccccc6cc45)ccc32)cc1,CCCCOCCCC,407.0,fluodb
F[B-]1(F)n2c(cc(Br)c2-c2cccs2)C(c2ccccc2)=c2cc(Br)c(=C3C=CC=[S+]3)n21,CCCCCC,614.0,fluodb
Cc1cccc(C)c1,CCCCCC,288.0,fluodb
CSc1ccc(-c2nc3sc4ccccc4c3s2)cc1,CS(C)=O,365.0,fluodb
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,513.0,fluodb
Cc1ccc(C2=C3C=C(Cl)C(=[Cl+])N3[B-](F)(F)n3c2cc(Cl)c3Cl)cc1,OC(F)(F)CF,537.0,fluodb
CN1CCN(c2ccc3c4c(cccc24)C(=O)c2ccccc2-3)CC1,C1COCCO1,443.0,fluodb
COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,CC1COC(=O)O1,361.0,fluodb
CC1=C2C=C(c3ccc(C(C)(C)C)cc3)C=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCO,525.0,fluodb
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(N=C(O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CCCCCO,398.0,fluodb
N#C/C(=C\C=C\c1ccc([N+](=O)[O-])cc1)c1ccccc1,C1CCOC1,366.0,fluodb
CC(O)=Nc1cccc2c1C#Cc1c(cccc1C(=O)N(C)C)OCCCO2,CC#N,315.0,fluodb
CN(C)c1ccc(C(=Cc2ccc(-c3ccc(N(c4ccccc4)c4ccc(/C=C5\SC(=S)N(CC(=O)O)C5=O)cc4)cc3)cc2)c2ccc(N(C)C)cc2)cc1,ClC(Cl)Cl,483.0,fluodb
Cc1cc(C)c(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)[nH]1,CO,603.0,fluodb
CCCCCCCCCCCCn1cc(C(=O)c2ccc3c(c2)C(C)(C)c2cc(N(C)C)ccc2-3)nn1,CO,400.0,fluodb
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(/C=C/c3ccc(O)cc3)n1[B-]2(F)F,O,565.0,fluodb
CC1=C(Cc2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3csc(N4CCOCC4)n3)c(C)n1[B-]2(F)F,C1CCOC1,525.0,fluodb
CNCCCN1c2ccccc2CCc2ccccc21,CC#N,276.0,fluodb
Cc1ccc2nc(/C=C/c3ccc(N(C)C)cc3)c(-c3ccccc3)nc2c1,C1COCCO1,430.0,fluodb
COc1ccc(-c2c(Br)c(-c3ccc4ccccc4c3)c3n2[B-](F)(F)n2c(c(-c4ccc5ccccc5c4)c(Br)c2=C2C=CC(=[O+]C)C=C2)=N3)cc1,ClCCl,692.0,fluodb
Nc1ccc2c(-c3ccc(OC4CCCCO4)cc3)c3ccc(=[NH2+])cc-3oc2c1,O,500.0,fluodb
c1ccc(N(c2ccccc2)c2ccc(-c3ncc(-c4cccs4)s3)cc2)cc1,CO,387.0,fluodb
CCOC(=O)COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=C(c4[nH]c(C)cc4C)c4ccccc4C2=C3)cc1,CO,671.0,fluodb
CCCCCCCCN1C(=CC2=C(C(=C=[N])C(=O)OCC)C(=CC3=[N+](CCCCCCCO)c4ccc(C(=O)O)cc4C3(C)C)C2=O)C(C)(C)c2cc(C(=O)O)ccc21,CN(C)C=O,703.0,fluodb
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(/C=C/c1ccc(O)cc1)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,ClCCl,533.0,fluodb
Cc1ccc(C(=O)NN2C3=C(CC4=C2CCCC4=O)C(=O)CCC3)cc1,CC(C)=O,366.0,fluodb
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,C1CCOC1,407.0,fluodb
CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,C1CCCCC1,418.0,fluodb
CCCCCCCC[N+]1=C(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)C(C)(C)c2cc(C(=O)O)ccc21,CCO,552.0,fluodb
CCCN1C(=CC=C(C=Cc2sc3ccccc3[n+]2CCC)c2ccc([N+](=O)[O-])cc2)Sc2ccccc21,CS(C)=O,654.0,fluodb
Oc1c(Br)cc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1Br,CCO,487.0,fluodb
CCCCCCc1nc(-c2nc(CCCCCC)c(-c3ccc(/C=C(\C#N)C(=O)O)s3)s2)sc1-c1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,ClCCl,460.0,fluodb
O=[N+]([O-])c1cc2c3c([n+]4c(-c5ccccc5)c(-c5ccccc5)c5ccccc5c4c(-c4ccccc4)c3c1)OC(c1ccccc1)=C2c1ccccc1,ClCCl,559.0,fluodb
COC(=O)c1ccc(/C=C2\C=C(c3ccc([N+](=O)[O-])cc3)N(CC(C)C)C2=O)cc1,C1COCCO1,442.0,fluodb
CCOC(=O)/C(C#N)=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(OC)cc1,CO,393.0,fluodb
CC1=CC(C)=[N+]2C1=C(OCCCN1C(=O)c3ccccc3C1=O)c1c(C)cc(C)n1[B-]2(F)F,Cc1ccccc1,502.0,fluodb
CCCCCCc1nc2c(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)c2nc1CCCCCC,ClCCl,510.0,fluodb
C[N+](C)=C1C=CC(=CC=C2C=CN(CCCCCN3C=CC(=CC=C4C=CC(=[N+](C)C)C=C4)C=C3)C=C2)C=C1,CC#N,478.0,fluodb
CCCCOC(=O)/C=C/c1nc2c(N(C)C)nc(N(C)C)nc2n1CCCC,ClCCl,417.0,fluodb
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(C#N)cc4)ccc(c23)C1=O,CCCCCCCCCCCO,366.0,fluodb
COc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc(Br)c1OC,CS(C)=O,560.0,fluodb
CC1CC(C)(C)N(C)c2ccc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)cc21,ClCCl,525.0,fluodb
Sc1n[nH]c(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)n1,CS(C)=O,411.0,fluodb
COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CO,399.0,fluodb
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,437.0,fluodb
CCN(CC)c1cc(N=C(C)O)c(/N=N/c2ccc3c(O)nnc(O)c3c2[N+](=O)[O-])cc1OC,CS(C)=O,550.0,fluodb
Oc1ccc2ccccc2c1-c1nc(-c2ccccc2)c2ccccn12,ClCCl,362.0,fluodb
c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,C1CCCCC1,411.0,fluodb
Cc1ccc(/C=C/c2ccccc2-[n+]2[n-]oc(=O)c2-c2ccccc2)cc1,CC#N,313.0,fluodb
O=c1oc2ccccc2cc1-c1ccc(-c2cc3ccccc3oc2=O)cc1,ClC(Cl)Cl,346.0,fluodb
Cc1cc(N(C)C)cc(C)c1-c1ccc(C=O)cc1,CC1CCCO1,344.0,fluodb
F[B-]1(F)N2C(C=C(Br)C2/C=C/c2ccc(C(F)(F)F)cc2)C(c2ccc(C(F)(F)F)cc2)=C2C=C(Br)C(/C=C/c3ccc(C(F)(F)F)cc3)=[N+]21,C1CCCCC1,656.5,fluodb
CCN1c2ccccc2Sc2cc(-c3ccc(-c4nc(-c5ccc(-c6ccc7c(c6)Sc6ccccc6N7CC)cc5)nc(-c5ccc(-c6ccc7c(c6)Sc6ccccc6N7CC)cc5)n4)cc3)ccc21,C1CCOC1,403.0,fluodb
CCCCn1c2ccc(-c3ccc(-c4ccncc4)s3)cc2c2cc(-c3ccc(-c4ccncc4)s3)ccc21,C1CCOC1,378.0,fluodb
O=C(O)C1=C(C(=O)O)C2=C[C@H]3c4ccccc4[C@]2(S1)c1ccccc13,ClCCl,410.0,fluodb
Cc1cc2n(c1-c1ccc(C#CCN(C)C)s1)[B-](F)(F)n1c(cc(C)c1=C1C=CC=[S+]1)=C2,Cc1ccccc1,621.0,fluodb
c1ccc(-c2nc3ccccc3s2)nc1,CO,300.0,fluodb
CCOC(=O)/C=C/c1c(-c2ccc(C)cc2)c2n(c1-c1ccc(C)cc1)[B-](F)(F)[N+]1=C(c3ccc(C)cc3)C=C(c3ccc(C)cc3)C1=N2,ClC(Cl)Cl,663.0,fluodb
Cc1cc(C)n2c1C=C1C=CC(/C=C/c3ccc(-c4cn(C[C@@H](C)C5CCC6C7CC=C8C[C@@H](O)CC[C@]8(C)C7CC[C@@]65C)nn4)cc3)=[N+]1[B-]2(F)F,CCO,569.0,fluodb
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3c([o+]c2c1)-c1cc(O)ccc1C3,O,545.0,fluodb
CC1=C(c2ccc(C=C(Br)Br)cc2)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(-c3ccc(C=C(Br)Br)cc3)c(C)n1[B-]2(F)F,C1COCCO1,533.0,fluodb
O=[N+]([O-])c1ccc(/C=C/N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,431.0,fluodb
CCCSc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,ClCCl,537.0,fluodb
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,C1CCOC1,402.0,fluodb
CC1(C)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,355.0,fluodb
C=C[Si](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,ClC(Cl)Cl,404.0,fluodb
CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,C1CCCCC1,507.0,fluodb
CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,321.0,fluodb
CN(C)CCCN1c2ccccc2CCc2ccccc21,CO,274.0,fluodb
CCCOc1ccc(-c2ccc(N(c3ccc(-c4cc(COCCC[C@H](C)[C@@H]5CC[C@@H]6[C@H]7[C@@H](O)CC8C[C@@H](O)CC[C@@]8(C)[C@@H]7CC[C@@]56C)c(-c5ccc(/C=C(\C#N)C(=O)O)o5)s4)cc3)c3ccc(-c4ccc(OCCC)cc4OCCC)cc3)cc2)c(OCCC)c1,ClCCl,492.0,fluodb
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)O,345.0,fluodb
CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,ClC(Cl)Cl,425.0,fluodb
Cc1cccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)c1,CS(C)=O,366.0,fluodb
Cc1ccc2nc3cc4c(cc3c(-c3ccccc3)c2c1)[Si](C)(C)O[Si]4(C)C,ClCCl,370.0,fluodb
COc1ccc(-c2cc(-c3ccc(C#N)cc3)c3n2[B-](F)(F)n2c(=C4C=CC(=[O+]C)C=C4)cc(-c4ccc(C#N)cc4)c2=N3)cc1,Cc1ccccc1,720.0,fluodb
CN1C(C(O)=Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCCO,350.0,fluodb
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,CO,428.0,fluodb
CCCCCCCCOc1cc(/C=C/c2cc(OCCCCCCCC)c(/C=C/c3cc(OCCCCCCCC)c(/C=C/c4ccncc4)cc3OCCCCCCCC)cc2OCCCCCCCC)c(OCCCCCCCC)cc1/C=C/c1ccncc1,ClCCl,452.0,fluodb
Cc1cc(/C=C/c2ccccc2O)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,562.0,fluodb
CCCCCCOc1ccc(N2C3C4SC(/C=C(\C#N)C(=O)O)C(CCCCCC)C4SC3C3SC4C(CCCCCC)C(c5ccc(N(c6ccccc6)c6ccccc6)cc5)SC4C32)cc1,ClCCl,498.0,fluodb
COc1cc(OC)c2c3c([nH]c2c1)C(=O)CCC3,CCOC(C)=O,317.0,fluodb
C(#Cc1ccccc1C#Cc1ccccc1)c1ccccc1,CC#N,310.0,fluodb
C[N+]1=CC=CC1=C1c2cccn2[B-](F)(F)n2cccc21,CO,497.0,fluodb
CCCCCN1/C(=C\C=C2/SC(=S)N(CC(=O)O)C2=O)Sc2ccccc21,CCO,520.0,fluodb
CCCCC1(CCCC)c2ccccc2-c2ccc(-c3cc(/C=C(\C#N)C(=O)O)c(-c4cc5cc6c7c(c5oc4=O)C(C)(C)CCN7CCC6(C)C)s3)cc21,ClC(Cl)Cl,478.0,fluodb
F[B-]1(F)n2c(ccc2C2CCCCC2)C(c2c(Cl)cccc2Cl)=C2C=CC(C3CCCCC3)=[N+]21,CO,523.0,fluodb
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,ClC(Cl)Cl,389.0,fluodb
Cc1ccccc1C(O)=NN1C2=C(CC3=C1CC(C)(C)CC3=O)C(=O)CC(C)(C)C2,ClCCl,368.0,fluodb
CCCCCCOc1c(OCCCCCC)c(-c2ccc(/C=C(\C#N)C(=O)O)s2)c2nsnc2c1-c1ccc2c(c1)C(CC)(CC)c1cc(N(c3ccccc3)c3ccccc3)ccc1-2,C1CCOC1,454.0,fluodb
CC1=[N+]2C(=C(c3ccc(O)cc3)c3ccc(/C=C/c4ccc(N5CCOCCOCCOCCOCC5)cc4)n3[B-]2(F)F)C=C1,CN(C)C=O,629.0,fluodb
Cc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccc(O)cc1,C1CCCCC1,510.0,fluodb
CCCCCCCCCCCCN1c2ccccc2Sc2cc(-c3cccc(-c4ccc5c(c4)Sc4cc(/C=C(\C#N)C(=O)O)ccc4N5CCCCCCCCCCCC)n3)ccc21,CCO,472.0,fluodb
N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,CCOC(C)=O,346.0,fluodb
Cc1cc(C)c(C2=C3C=C([Si](C)(C)[Si](C)(C)c4ccc(N(C)C)cc4)C=[N+]3[B-](F)(F)n3cc([Si](C)(C)[Si](C)(C)c4ccc(N(C)C)cc4)cc32)c(C)c1,ClCCl,535.0,fluodb
COc1ccc2nc3c(cnc4ccc(-c5ccc(C=C(C#N)C(=O)O)cc5)cc43)cc2c1,ClCCl,369.0,fluodb
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccccc2)cc1,C1COCCO1,359.0,fluodb
CCCCCc1c(C(=O)c2ccc3c4c(cccc24)-c2cccc4c2C3CC=C4)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,470.0,fluodb
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(OC(C)C)OC(C)C,C1CCOC1,501.0,fluodb
CCOc1cccc2c1=[O+][B-](F)(F)N1C3=C(C4=C(C=21)c1ccccc1CC4)c1ccccc1CC3,ClCCl,343.0,fluodb
Cc1cc2n(c1-c1ccc(C#CCCCCC(=O)ON3C(=O)CCC3=O)s1)[B-](F)(F)n1c(cc(C)c1=C1C=CC=[S+]1)=C2,ClCCl,618.0,fluodb
F[B-]1(F)n2c(ccc2-c2ccc3ccccc3c2)C(c2c(Cl)cccc2Cl)=C2C=CC(c3ccc4ccccc4c3)=[N+]21,Cc1ccccc1,594.0,fluodb
COc1ccc2c(c1)oc1c3cccc4c3c(cc21)C(=O)N(c1c(C)cccc1C)C4=O,CC#N,359.0,fluodb
Nc1ccc2c(c1)C(=O)N(C13C[C@H]4C[C@@H](C1)C[C@@H](C3)C4)C2=O,CO,373.0,fluodb
CCCCn1c2ccc(C#Cc3cccs3)cc2c2c1c1c3ccc(C#Cc4cccs4)cc3n(CCCC)c1c1c3ccc(C#Cc4cccs4)cc3n(CCCC)c21,C1CCOC1,348.0,fluodb
CC(C)(C)C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,ClC(Cl)Cl,509.0,fluodb
CCN(CC)c1ccc2cc3ccc(N(CC)CC)cc3[o+]c2c1,CCO,526.0,fluodb
CCCCCCOc1c2ccccc2c(OCCCCCC)c2cc(N(c3ccccc3)c3ccc4c(c3)Sc3cc(/C=C(\C#N)C(=O)O)ccc3N4CCCCCC)ccc12,C1CCOC1,440.0,fluodb
CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(/C=C/c4ccccc4)n3[B-](F)(F)[N+]2=C1C,ClCCl,576.0,fluodb
CCc1c(C)c2n(c1/C=C/c1ccc(OC)cc1)[B-](F)(F)[N+]1=C(NCc3ccccc3)C=CC1=C2,CCCCCO,589.0,fluodb
Cc1ccc(C2=c3cc4c(=C5C=CC(=[F+])C=C5)c(-c5ccc(F)cc5)c(-c5ccc(F)cc5)c(-c5ccc(F)cc5)c4n3[B-](F)(F)n3cccc32)cc1,ClCCl,529.0,fluodb
C1=C(c2ccccc2)B(c2ccccc2)N2CCN3B(c4ccccc4)C(c4ccccc4)=Cc4ccc1c2c43,ClCCl,348.0,fluodb
CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,ClCCl,454.0,fluodb
O=Cc1cc2c3c([n+]4c(-c5ccccc5)c(-c5ccccc5)c5ccccc5c4c(-c4ccccc4)c3c1)OC(c1ccccc1)=C2c1ccccc1,ClCCl,548.0,fluodb
O=c1oc2cc(O)ccc2c2ccccc12,CCO,278.0,fluodb
C1CCN2CCCn3c2c(c2c3=NCCN=2)C1,CC#N,370.0,fluodb
N#C/C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc2)cc1)C(=O)O,C1CCOC1,433.0,fluodb
CCCCCCCC[O+]=C1C=CC(=C2c3c(C)c(C#Cc4ccc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc4)c(C)n3[B-](F)(F)n3c(C)c(C#Cc4ccc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc4)c(C)c32)C=C1,ClCCl,576.0,fluodb
CC(C)[Si](C#CC1=CC2=c3cc(C#C[Si](C(C)C)(C(C)C)C(C)C)c4nc(C(F)(F)C(F)(F)C(F)(F)F)nc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc(c3c54)C3=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=C4N=C(C(F)(F)C(F)(F)C(F)(F)F)N=C1C4C32)(C(C)C)C(C)C,C1CCOC1,516.0,fluodb
Cc1cc(C)n2c1C(=C1C=CC(=[O+]CCCN(C)C)C=C1)c1c(C)cc(C)n1[B-]2(F)F,CCO,499.0,fluodb
c1csc(-c2ccc(N=Nc3nc4ccccc4s3)s2)c1,C1COCCO1,517.0,fluodb
CC1(C)CC(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)=C/C(=C(/C#N)C(=O)O)C1,CCO,492.0,fluodb
c1ccc2nc3cccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c3cc2c1,CCOC(C)=O,359.0,fluodb
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCCCCC,368.0,fluodb
CCN(/C=C/c1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1c(F)c(F)c(F)c(F)c1F)CC,CCCCCC,580.0,fluodb
C(=Cc1cc(C=CC=C2C=C(c3ccccc3)OC(c3ccccc3)=C2)ncn1)C=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,ClCCl,503.0,fluodb
CCOC(=O)COc1ccc(/C=C/C2=C3c4ccccc4C(c4ccc[nH]4)=[N+]3[B-](F)(F)n3ccc(C)c32)cc1,CC#N,577.0,fluodb
O=Cc1ccc(-c2c3ccccc3nn2-c2ccccn2)o1,ClCCl,368.0,fluodb
CCN1c2cc3c(cc2C(C)=CC1(C)C)C(c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)[O-])=c1cc2c(cc1C3(C)C)=[N+](CC)C(C)(C)C=C2C,CCO,700.0,fluodb
C1=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2C2(c3cc(N(c4ccccc4)c4ccccc4)ccc31)c1ccccc1-c1ccccc12,ClCCl,406.0,fluodb
CCCCCCCCCCCCCCCCCCN1C(=O)c2cccc3c(OCCN(C)C)ccc(c23)C1=O,CCO,362.0,fluodb
CCN(CC)c1ccc2cc3oc4cc(=[NH2+])ccc4c3oc2c1,ClCCl,597.0,fluodb
N#Cc1ccc(/C=C2\N=C(c3ccccc3)N=C2O)cc1,C1COCCO1,393.0,fluodb
COC(=O)c1ccn2c3c(c(-c4ccc(C)cc4)c2c1)CN(CCN=C(O)OC(C)(C)C)C3=O,ClCCl,396.0,fluodb
F[B-]1(F)n2cccc2C(c2ccco2)=C2C=CC=[N+]21,Cc1ccccc1,525.0,fluodb
COc1c(C=Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-c3ccc(/C=C(/C#N)C(=O)O)s3)s2)cc1C=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1,C1CCOC1,347.0,fluodb
CCCCN1c2ccccc2Sc2cc(-c3ccc(/C=C(/C(=O)O)C(F)(F)F)s3)ccc21,ClCCl,424.0,fluodb
COc1c(SC#N)cc2n1[B-](F)(F)N1C(=[O+]C)C=CC1=C2c1ccccc1,ClCCl,515.0,fluodb
Cc1[nH]nc2c1C(c1ccc([N+](=O)[O-])cc1)C(C#N)=C(N)O2,CCCCO,266.0,fluodb
Cc1ccc(C2=C3C=CC(c4ccc[nH]4)=[N+]3[B-](F)(F)n3cccc32)cc1,C1CCOC1,576.0,fluodb
CC(C)C[Si](C#Cc1c2c(=O)c3ccccc3c2c(C#C[Si](CC(C)C)(CC(C)C)CC(C)C)c2c(=O)c3ccccc3c12)(CC(C)C)CC(C)C,ClC(Cl)Cl,524.0,fluodb
c1ccc(N(c2ccccc2)c2ccccc2-c2cc(-c3cccs3)c(-c3ccccc3N(c3ccccc3)c3ccccc3)cc2-c2cccs2)cc1,CN(C)C=O,412.0,fluodb
CCCCC1=Cc2c3ccc4cccc5ccc(c6cc(-c7ccccc7)n(c26)P1(=O)c1ccccc1)c3c45,ClCCl,430.0,fluodb
CN(C)c1ccc(C(O)=Nc2ccc([N+](=O)[O-])cc2)cc1,CCOCC,345.0,fluodb
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(-c4ccc(OC)cc4)n3)ccc21,Cc1ccccc1,363.0,fluodb
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCO,393.0,fluodb
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CC(C)CO,391.0,fluodb
CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCC3)cc21,C1COCCO1,375.0,fluodb
COc1cccc(-n2c(-c3ccc(F)cc3)nc(C)c2C)c1,CCCCO,289.0,fluodb
Cc1cc(C)n2c1C(Cl)=C1C=CC=[N+]1[B-]2(F)F,CO,492.0,fluodb
O=[N+]([O-])c1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1,C1CCCCC1,415.0,fluodb
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CN(C)C=O,392.0,fluodb
Cc1ccc(-c2nnc(-c3ccc4ccc5cccc6ccc3c4c56)o2)cc1,CC1CCCCC1,391.0,fluodb
Cc1cc(/C=C/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CCOCC,604.0,fluodb
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(C#N)n3)ccc21,C1CCOC1,410.0,fluodb
N#C/C(=C\c1ccc(-c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc2)cc1)C(=O)O,ClCCl,395.0,fluodb
Clc1ccc(-c2nc3ccccc3c3cc4ccccn4c23)s1,CS(C)=O,407.0,fluodb
COC(=O)c1nc(Br)c(-c2ccccc2)o1,C1CCCCC1,307.0,fluodb
CCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2Sc2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc21,ClCCl,456.0,fluodb
O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,CC(C)O,474.0,fluodb
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,CO,428.0,fluodb
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,CC#N,387.0,fluodb
CCCCCCc1cc2c(s1)-c1ccccc1N1B2c2cc(CCCCCC)sc2-c2cc3c(cc21)-c1sc(CCCCCC)cc1B1c2cc(CCCCCC)sc2-c2cc4c(cc2N13)-c1sc(CCCCCC)cc1B1c2cc(CCCCCC)sc2-c2ccccc2N14,C1CCOC1,419.0,fluodb
O=C(O)CN1C(=O)C(=CC2=S=C(c3ccc(N(c4ccc(-c5ccc(C=C6SC(=S)N(CC(=O)O)C6=O)s5)cc4)c4ccc(-c5ccc(C=C6SC(=S)N(CC(=O)O)C6=O)s5)cc4)cc3)C=C2)SC1=S,CN(C)C=O,510.0,fluodb
C[O+]=C1C=CC(=C2c3cccn3[B-](F)(F)n3c2ccc3-c2ccccc2)C=C1,ClC(Cl)Cl,527.0,fluodb
CCC1(CC)c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)ccc2-c2ccc(N(c3ccccc3)c3ccc4c(c3)C(CC)(CC)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)cc21,C1CCOC1,468.0,fluodb
COc1nc(Cl)nc(=Nc2ccc3cc4ccccc4cc3c2)[nH]1,C1COCCO1,396.0,fluodb
